33.67237473,-62.80802536,2.63661853,0
33.67108156,-62.80731052,2.63661853,-5.34e-06
33.66218503,-62.80239271,2.63661829,-4.21e-05
33.63850556,-62.78930316,2.63661582,-0.00013992
33.59331741,-62.76432365,2.63660378,-0.0003266
33.52033986,-62.72398011,2.63656398,-0.00062809
33.41372963,-62.66503407,2.63646063,-0.00106854
33.26807572,-62.58446956,2.63623269,-0.00167036
33.07839853,-62.47947259,2.63578559,-0.00245421
32.84015505,-62.34739943,2.63498291,-0.0034391
32.54925275,-62.18572984,2.63363812,-0.00464239
32.20207474,-61.9920008,2.63150669,-0.00607983
31.79551918,-61.76371725,2.62827888,-0.00776564
31.32705637,-61.49823629,2.62357325,-0.00971247
30.79480764,-61.19262327,2.61693125,-0.01193153
30.19765136,-60.84347965,2.60781274,-0.01443255
29.53518159,-60.44704645,2.59705625,-0.01316419
28.80687511,-60.0006041,2.58654616,-0.01144232
28.01218069,-59.50224065,2.57669964,-0.00955159
27.15058135,-58.95067861,2.56798288,-0.00748954
26.22151924,-58.34533714,2.56019649,-0.0077877
25.22611025,-57.68370219,2.54914763,-0.0107003
24.1681677,-56.95997093,2.53342984,-0.01382386
23.05328016,-56.16678103,2.51237752,-0.0160992
21.88714566,-55.29780729,2.49051273,-0.01396938
20.6720261,-54.3523003,2.47074034,-0.01171458
19.40902311,-53.33141909,2.4532815,-0.01027179
18.1000163,-52.23566713,2.43613496,-0.00981652
16.7483414,-51.06420526,2.41899539,-0.00944905
15.35816584,-49.81575316,2.40039899,-0.01045603
13.93636268,-48.48665965,2.37902746,-0.01150494
12.49148681,-47.07237265,2.3541957,-0.01312354
11.03455478,-45.56697647,2.32486313,-0.01487841
9.57995311,-43.96288827,2.2880193,-0.0196441
8.15305135,-42.24535022,2.23797868,-0.02517177
6.77757769,-40.40499116,2.19212703,-0.01353928
5.42503785,-38.47204553,2.17522275,-0.00365815
4.06748824,-36.47206996,2.15539694,-0.01274554
2.7428739,-34.38539104,2.11674048,-0.01348521
1.45912617,-32.21385826,2.09762471,-0.0016701
0.16922009,-29.99131191,2.09185051,-0.00838112
-1.09172468,-27.7029794,2.05054323,-0.02323641
-2.25873451,-25.32163757,2.00928162,-0.00775519
-3.39047475,-22.88440046,2.0057248,-0.00119373
-4.51674869,-20.41072365,1.98432853,-0.01455003
-5.56055467,-17.87255808,1.93921276,-0.01244302
-6.52637979,-15.27970084,1.92089489,-0.00079751
-7.47439413,-12.66122036,1.91212581,-0.0068065
-8.37681833,-10.01256439,1.88333195,-0.01182076
-9.20148979,-7.32926006,1.85683261,-0.00705844
-9.97318757,-4.62550724,1.84151629,-0.00576039
-10.69929979,-1.90918186,1.82107515,-0.00877941
-11.35927746,0.81930915,1.79581137,-0.00781834
-11.95771906,3.55280067,1.7782918,-0.00470338
-12.51528942,6.28121618,1.76648787,-0.00432329
-13.03667642,8.9985696,1.75410183,-0.00462959
-13.51788415,11.70069877,1.73901112,-0.00656483
-13.94641458,14.38471843,1.71825958,-0.00870453
-14.31105926,17.04699528,1.69648708,-0.00702235
-14.62157059,19.6808429,1.68077986,-0.0048227
-14.89432333,22.27949288,1.67081416,-0.0028504
-15.14361051,24.83711476,1.6659074,-0.00096846
-15.38086549,27.34858276,1.66309738,-0.00315009
-15.59339377,29.81117768,1.64835515,-0.00877838
-15.74977338,32.2232734,1.62070138,-0.01285129
-15.83701965,34.58079418,1.59711782,-0.00714164
-15.88353756,36.87809148,1.58709691,-0.00158062
-15.91949719,39.11096718,1.58694247,-0.00093077
-15.94918055,41.27628402,1.58063493,-0.00489464
-15.9562457,43.37129202,1.56636341,-0.00872948
-15.92757843,45.39295618,1.54668114,-0.00947571
-15.8635959,47.33819966,1.5296083,-0.008068
-15.77337395,49.20451309,1.51579575,-0.00671657
-15.66500929,50.98991273,1.50495948,-0.00530196
-15.54588368,52.69286255,1.49747933,-0.00346153
-15.4231375,54.31223611,1.49327944,-0.00171068
-15.30253911,55.84717321,1.49192342,-5.077e-05
-15.18844835,57.29701886,1.4929871,0.00143514
-15.08333919,58.66125704,1.49475054,0.00114246
-14.9868171,59.93943798,1.49603924,0.00086828
-14.89810495,61.13138785,1.49692426,0.00061262
-14.8165918,62.23726135,1.49747208,0.00037543
-14.7418043,63.25754933,1.49774422,0.00015661
-14.68839479,63.98774697,1.49780155,0
-14.68839479,63.98774697,1.49780155,0
-14.68839479,63.98774697,1.49780155,0
-14.68839479,63.98774697,1.49780155,0
-14.68839479,63.98774697,1.49780155,0
-14.68839479,63.98774697,1.49780155,0
-14.68839479,63.98774697,1.49780155,0
-14.68839479,63.98774697,1.49780155,0
-14.68839479,63.98774697,1.49780155,0
-14.68839479,63.98774697,1.49780155,0
-14.68839479,63.98774697,1.49780155,0
-14.68839479,63.98774697,1.49780155,0
-14.68839479,63.98774697,1.49780155,0
-14.68839479,63.98774697,1.49780155,0
-14.68839479,63.98774697,1.49780155,0
-14.68839479,63.98774697,1.49780155,0
-14.68839479,63.98774697,1.49780155,0
-14.68839479,63.98774697,1.49780155,0
